,Production Run ID,Date,Temperature (°C),Pressure (Pa),Cooling Rate (°C/min),Machine Speed (RPM),Raw Material Quality (Score),Humidity (%),Ambient Temperature (°C),Maintenance (Days Since),Operator Shift,Batch Size (Units),Energy Consumption (kWh),Production Line,Production Output (Units),Defect Rate (%),Downtime (Minutes)
124,125,2023-01-06 04:00:00,197.92579159378988,5088.921081654595,6.0326078136053765,1501.140894226068,90.58566581548399,46.078721342522165,21.149585440073267,,Day,108.0,51.297517377709674,Line 1,1026,2.1583306563182254,30.0
125,126,2023-01-06 05:00:00,203.29450631661754,5195.747760398664,4.422694286926222,1428.9809943864145,83.1364108508472,47.878176841028726,24.006139291076366,25.0,Night,109.0,45.53433840798355,Line 2,1062,1.6210553098342264,28.0
126,127,2023-01-06 06:00:00,200.248082631053,5023.163459858562,4.083638127843612,1579.0593506577584,78.46834058396024,56.288391663501216,22.030519231476195,32.0,Day,83.0,43.74020481441328,Line 2,968,1.7452671254641015,29.0
127,128,2023-01-06 07:00:00,197.6183051739088,,5.602959229494491,1487.9963564227708,79.91055475589955,50.30248044769917,29.0475687779483,39.0,Day,97.0,,Line 2,987,1.5869739709915376,33.0
128,129,2023-01-06 08:00:00,199.45207517498557,4728.984873376445,6.046532935994585,1571.9682592180047,90.94242876516202,43.86460669128002,,25.0,Day,104.0,51.05571474399094,Line 1,1032,1.550020665115941,26.0
129,130,2023-01-06 09:00:00,175.84472353576595,5151.666702895198,5.185623719142544,1500.72049219164,81.35170578633883,60.1633010803195,22.87547926731949,39.0,Night,104.0,55.168262649426126,Line 3,996,1.8294011281337101,33.0
130,131,2023-01-06 10:00:00,200.18207222281558,5201.1700075379595,5.003143094945743,1490.4809021072638,83.2772716776621,51.39485247417937,19.810108568177583,27.0,Night,111.0,57.37164125000437,Line 1,1007,2.1317124887339616,31.0
131,132,2023-01-06 11:00:00,189.41716107119666,5394.269209689143,4.677288010268658,1413.561531802659,83.48666493236797,59.38806734335695,26.189920407584694,26.0,Day,,,Line 1,1035,,27.0
132,133,2023-01-06 12:00:00,203.63475679164168,5484.708250512091,5.269616074023577,1464.6128377104412,82.08827890909569,46.62220925333895,23.10448541024747,33.0,Day,,50.089667119505144,Line 3,1030,2.3294521422474466,30.0
133,134,2023-01-06 13:00:00,201.3396176931204,5194.476491528409,4.992288680648677,1566.105894213877,86.52677125308838,49.1313245123347,30.009958034296485,32.0,Day,110.0,45.75036998635251,Line 2,1007,,
134,135,2023-01-06 14:00:00,207.4840631591249,5073.316659051082,5.424693917965612,1536.0597151585675,93.85944596790183,53.369822870664194,26.14636252721539,31.0,Night,95.0,46.13403936925183,Line 1,1010,1.9289333856616446,31.0
135,136,2023-01-06 15:00:00,207.58186062523092,4915.906225407211,4.143591887698251,1526.2371913296715,87.75866324976114,57.021885726782706,24.138354080423397,26.0,Night,105.0,46.379626840861526,Line 1,1002,,34.0
136,137,2023-01-06 16:00:00,217.19646381240196,4825.24789713163,5.163524628193118,1529.5863444083716,89.10653862410201,55.194340686008886,25.74617483489992,14.0,Night,104.0,45.03225093179655,Line 2,1026,2.6920192666124545,28.0
137,138,2023-01-06 17:00:00,180.16866008392137,5013.366735713489,4.58291795127517,1500.1656138671594,80.17920581165346,37.950907808817846,26.323775647078108,28.0,Night,106.0,42.179056874159386,Line 1,997,2.2867674457616074,32.0
138,139,2023-01-06 18:00:00,198.73941839167767,4979.013318181086,5.473660208287494,1476.5206675612485,86.85804355456573,46.47165692334312,27.366885608337455,27.0,Day,97.0,52.03375499316609,Line 1,1015,1.1877348114815391,21.0
139,140,2023-01-06 19:00:00,179.59525127387835,5381.038740721803,4.427497633493442,1460.043253952142,91.84086861846431,50.74610947209518,27.995482068563028,38.0,Day,113.0,50.79590699253128,Line 1,1052,,39.0
140,141,2023-01-06 20:00:00,,5117.203057628727,5.314784921976618,1477.1016291952978,83.83937128408357,53.81621662789925,23.841019476862204,23.0,Day,106.0,54.38734886595122,Line 1,970,2.954009742786173,29.0
141,142,2023-01-06 21:00:00,198.32969783621277,4954.034240046528,,1507.0782066250827,84.979175642864,48.21679836651123,22.44024094161134,32.0,Night,110.0,49.300637480032165,Line 3,951,2.6654472923075954,29.0
142,143,2023-01-06 22:00:00,195.2923891788475,4823.656810032259,4.7826035647849645,1461.4378061912857,88.81847883178007,48.02523300764331,26.1373819770494,22.0,Night,108.0,52.08116762209009,Line 2,994,1.9472637420712966,27.0
143,144,2023-01-06 23:00:00,,5106.832653203405,,,92.6498579681849,51.114457600829375,30.158233703384017,26.0,Night,110.0,55.60027352255829,Line 1,1019,2.632244817677825,31.0
144,145,2023-01-07 00:00:00,189.47144621914086,5027.601182604269,4.601823484054428,1503.948763628151,90.93437370562297,45.666337469959586,28.815039947204525,26.0,Day,102.0,49.21250130695822,Line 2,1040,1.9103602363662722,29.0
145,146,2023-01-07 01:00:00,218.47848221872724,4909.700753075405,4.249536143234544,1490.9064531703955,78.66172234157334,46.74141969180062,30.718787088721825,24.0,Day,100.0,50.846138008187516,Line 1,993,,22.0
146,147,2023-01-07 02:00:00,,4862.701573789663,5.036330591199857,1417.8055085761512,86.6827756450805,50.801965039346115,29.867975520268892,28.0,Day,89.0,46.35033138612604,Line 1,1025,1.3616989589505792,29.0
147,148,2023-01-07 03:00:00,200.76533269905357,,4.669451208443468,1447.4478855008783,81.96810668833479,49.80353228759335,21.56135602354378,35.0,Night,97.0,,Line 3,1063,0.9987368683850686,23.0
148,149,2023-01-07 04:00:00,198.71473962971615,4918.564410055325,4.314744994577876,1491.9068593575032,83.39371120276128,44.18706832040587,24.881444045802542,30.0,Night,86.0,51.08753077636327,Line 3,991,1.582485005916899,33.0
149,150,2023-01-07 05:00:00,209.2240985056154,4935.319213850949,5.175039048997268,1393.2030424306279,78.48310368525328,51.31002701363357,24.652318229005218,27.0,Night,123.0,,Line 1,1031,2.10082496059574,21.0
150,151,2023-01-07 06:00:00,187.97795354892736,4903.077282641306,5.14498228398424,1551.26936951158,83.66808770988985,52.07908985412527,25.344385095907118,28.0,Day,97.0,48.60230656406389,Line 3,989,1.4778717430636543,20.0
151,152,2023-01-07 07:00:00,208.2820874096845,5566.878864643147,5.058428119574942,1564.9901059302229,80.74661297570667,56.88625940398667,25.544963913927532,27.0,Day,85.0,49.06379199799633,Line 2,1062,1.7535204691985058,32.0
152,153,2023-01-07 08:00:00,194.81435333586543,5031.567459993169,5.253845128305187,1542.5866704624623,84.19842790885284,49.785474684920146,28.28484150154994,18.0,Night,111.0,45.79073546151501,Line 1,1001,1.0667118004324467,19.0
153,154,2023-01-07 09:00:00,194.90166688279822,4835.358768255365,4.002495946220809,1514.1069163788563,87.46289149250349,55.676351380354774,19.8691757673729,,Day,118.0,43.81019395650202,Line 3,977,1.4288036437609475,24.0
154,155,2023-01-07 10:00:00,208.79392973162817,4485.424495813533,4.618463067573555,1438.3511080297155,86.41287033243053,39.863971710241444,27.39042371519571,,Day,106.0,51.149021719949154,Line 1,1036,1.1923512267710423,
155,156,2023-01-07 11:00:00,197.31797284879787,4671.879406701911,5.138772471703684,1515.3363883026557,89.42592122660376,49.717980198012285,26.782757530380273,32.0,Night,,48.8604864160334,Line 1,988,1.5398761626363162,30.0
156,157,2023-01-07 12:00:00,403.0480727746624,4.941418907305574,5.5180289008788055,,82.56512782683905,47.50173301814998,26.80043615381399,36.0,Day,120.0,50.34732281275693,Line 3,976,0.9083316801392671,22.0
157,158,2023-01-07 13:00:00,206.32453723181797,5339.0080466543095,5.1199546027225225,1443.3480701742553,76.55294065335616,47.52907538588906,23.208849671952578,28.0,Day,95.0,,Line 2,1004,1.755163627647461,34.0
158,159,2023-01-07 14:00:00,196.5086405561589,5457.372601888231,5.584149398179057,1627.7125086161266,92.9834919987904,52.137642997575114,26.821540029997337,31.0,Day,97.0,46.605327913626496,Line 1,997,2.018206445473924,21.0
159,160,2023-01-07 15:00:00,202.32939913462005,4952.345704001847,4.66137705258441,1540.8862243800081,87.73936194461949,40.86869323562025,23.461158325274013,29.0,Night,90.0,48.2741263103184,Line 2,1041,2.1445154829366335,27.0
160,161,2023-01-07 16:00:00,,5072.836019321125,4.692732706600742,,87.97180727605244,41.55253144814793,25.7951802935895,31.0,Night,80.0,47.03118695086267,Line 1,1043,2.5741559675922967,33.0
161,162,2023-01-07 17:00:00,391.64781786992205,4.96692191849712,4.814152031885124,1449.5006668717172,87.69646826311995,52.956788854614416,24.52146171295975,30.0,Day,102.0,,Line 1,1064,1.4875072271549596,23.0
162,163,2023-01-07 18:00:00,204.73685447540012,5091.061551919779,4.95866060771092,1474.7372298531752,86.28908141495542,50.94526732752734,22.77660928849557,20.0,Night,110.0,43.858054182649624,Line 2,1025,1.4881946532203125,24.0
163,164,2023-01-07 19:00:00,190.4324627953752,4951.908854637594,4.11246512504659,1497.309287383049,89.9575564990308,46.34651645157171,20.05201419679846,30.0,Night,84.0,56.05467906819252,Line 3,934,1.5679378251319163,35.0
164,165,2023-01-07 20:00:00,204.40293223556475,4888.556475546905,4.989480357875676,1481.1727872637198,,56.49506237926183,27.575454105381397,43.0,Day,112.0,57.73391430986318,Line 2,1040,2.244715515734955,27.0
165,166,2023-01-07 21:00:00,203.1766332038,,4.982854433868234,1359.95309133882,88.94548752290287,,23.588706468550757,30.0,Night,105.0,48.48018292261784,Line 1,969,2.1332529951131995,32.0
166,167,2023-01-07 22:00:00,185.11000483961544,5142.008875449094,4.69352688847374,1434.8850036338831,86.78032960893718,51.730973832259856,24.353745416563793,23.0,Night,98.0,45.13021272068004,Line 1,1040,1.7711394751015093,27.0
167,168,2023-01-07 23:00:00,192.5392243883706,5260.554869300366,4.615603806770693,1499.6565728572582,85.65757530061022,43.02656285304774,26.349348984800837,31.0,Day,101.0,46.58313590974431,Line 3,1017,2.7946227551569884,24.0
168,169,2023-01-08 00:00:00,193.08518748375639,4910.13898658417,5.135750752307317,1509.4968955384059,82.54833044483652,56.69602876074218,,39.0,Day,93.0,51.60374590065744,Line 2,980,1.9431825067950534,34.0
169,170,2023-01-08 01:00:00,,15436.440022706756,0.5294598398348168,2317.661618718969,43.127272380675805,60.7749203034826,40.28091908874541,135.0,Night,480.0,111.23946841864407,Line 3,987,8.785785401642169,340.0
170,171,2023-01-08 02:00:00,190.44108832702844,5031.334063307457,5.072205996226186,1466.7099004397453,83.9592116729864,44.42234810393123,25.82402223343348,21.0,Day,101.0,49.245293673912656,Line 1,970,,35.0
171,172,2023-01-08 03:00:00,209.39159562222338,4923.502687855362,5.071320551881092,1507.479954151759,89.28065607795106,54.053384000208816,21.022895714017068,34.0,Night,110.0,47.03316728548648,Line 1,954,1.9239750776560944,33.0
172,173,2023-01-08 04:00:00,210.60535899188,5135.639395081331,4.981720547549598,1500.4697603329723,82.68888622488703,42.52506004135219,23.110130252524982,36.0,Day,92.0,50.737434443640176,Line 1,971,1.6595508816672109,29.0
173,174,2023-01-08 05:00:00,,5269.593500017586,5.0076457804847685,1458.157900485713,79.84744133479333,56.88881500181622,27.83841566854082,26.0,Night,118.0,38.10825832529197,Line 3,1020,0.42055923304047993,24.0
174,175,2023-01-08 06:00:00,188.45829992126158,4835.178103389406,5.340338365340391,1531.047376935132,87.8248218916554,59.63459130632759,28.588499808411598,31.0,Day,92.0,46.73769010893591,Line 2,994,2.209087822969903,31.0
175,176,2023-01-08 07:00:00,199.8666108536353,4935.473786744241,5.81064912440471,1524.0659030027603,95.53617959418258,53.185213299035524,27.745519654143145,,Night,111.0,48.6885400117038,Line 2,1009,2.3493116412414063,29.0
176,177,2023-01-08 08:00:00,213.30188636807398,5293.345254878353,5.746386128200189,1615.880301499468,86.28135607978534,46.30936020175369,22.70553131137051,27.0,Day,94.0,46.46951712136725,Line 3,1053,2.652237633843959,32.0
177,178,2023-01-08 09:00:00,221.5419988188311,4991.485841585016,4.458152271378555,1553.3739004913932,84.27569464103088,43.51171958291394,23.28219762361947,20.0,Night,105.0,49.68704419143495,Line 3,989,1.978759162689041,29.0
178,179,2023-01-08 10:00:00,193.2542100096947,4841.0665788993165,3.944481908156397,1422.7346462709568,93.94259240908315,42.38480892020462,21.62297178031218,35.0,Day,101.0,55.46922048338198,Line 1,1012,0.9407567581223477,
179,180,2023-01-08 11:00:00,177.25040254856452,5033.975272114155,5.265210021098864,1546.6313512674292,87.29756884048359,51.50529059164913,27.20195913549675,30.0,Day,101.0,47.50478567905565,Line 2,980,2.250921650263049,46.0
180,181,2023-01-08 12:00:00,,5001.7287097956105,5.010676950010543,1428.4222241301227,84.25826053160847,50.51361598276952,21.244623683863445,42.0,Night,93.0,49.09169065360534,Line 2,999,1.214741383213827,39.0
181,182,2023-01-08 13:00:00,182.17541171198505,5211.120333473024,4.969921857677586,1573.7137548036665,93.5788558243592,51.01047991675693,30.223343781861658,27.0,Day,99.0,53.729472240917644,Line 3,985,2.4909992365332796,33.0
182,183,2023-01-08 14:00:00,204.16839551845308,,,1485.263176156053,81.312278889808,56.997989559230994,24.814724841788262,28.0,Day,96.0,50.13146425484825,Line 2,1023,2.523867840985106,
183,184,2023-01-08 15:00:00,200.97527813027597,4997.970115610586,4.877802651963398,1515.8679243204163,83.33380399061687,53.91925393247691,24.108015424493498,,Night,92.0,40.392413948526354,Line 1,950,1.1650702289662256,35.0
184,185,2023-01-08 16:00:00,202.17190524847848,4989.626128807394,4.190213617539369,1565.7168997030965,86.6958699839985,51.519540239085686,23.560945652585303,,Night,100.0,,Line 3,1031,2.368254587776292,24.0
185,186,2023-01-08 17:00:00,211.25930457986047,5033.506476019172,,1523.5372053006874,99.1279423809709,50.48188830354243,22.923592924938287,35.0,Night,104.0,48.11125776987387,Line 3,975,1.9065051181855428,18.0
186,187,2023-01-08 18:00:00,216.28938900583762,5303.316969775133,4.459655602168546,1540.6259234228007,80.37186512057303,44.90138372690067,24.930228885921363,34.0,Day,104.0,42.68675436930279,Line 1,963,1.3824384848613085,41.0
187,188,2023-01-08 19:00:00,208.42955801767172,5144.968111202211,5.333335092371513,1467.5759275206594,79.32944029960207,52.48256936201998,22.229688480969436,29.0,Night,98.0,44.46986242912708,Line 1,1023,2.1509457154699843,
188,189,2023-01-08 20:00:00,207.3519329240077,4791.511507868421,5.942870017221244,1453.4124795501984,,51.1947393915415,27.9395485374443,31.0,Night,114.0,53.98977487888371,Line 2,995,1.5929174495839855,34.0
189,190,2023-01-08 21:00:00,185.25941720208905,5056.314377662242,4.7650917076271435,1501.3867638994595,92.44778340748093,55.42675753821986,27.51445067888175,31.0,Day,109.0,49.992289828344106,Line 1,990,0.7477852807504939,31.0
190,191,2023-01-08 22:00:00,194.91405630731683,5069.150924583421,6.300630946701034,1532.9656656737898,89.51684149381038,51.351306211317436,25.650213000719116,37.0,Day,111.0,44.14707396594412,Line 2,961,,31.0
191,192,2023-01-08 23:00:00,213.84821591307448,5075.322346355077,4.051792996589138,1494.9278025521983,81.63459996532978,61.92914714430532,27.544094458950326,35.0,Night,74.0,57.550323291324496,Line 1,953,2.1854861543926605,22.0
192,193,2023-01-09 00:00:00,194.50339662444563,4704.034390170668,4.746136777482734,1582.0914511929755,79.25627170450393,55.96500716070322,22.45593264118331,48.0,Night,92.0,46.5430818470965,Line 2,938,2.3574411442486696,25.0
193,194,2023-01-09 01:00:00,211.05554366736828,5029.255783667965,5.0916457286081105,1528.4043494505931,81.72344959014862,40.75755357545647,,28.0,Night,91.0,48.66623797600578,Line 3,998,2.821241131881422,27.0
194,195,2023-01-09 02:00:00,201.233807662579,4886.418307528335,3.724006066572559,1484.8051868298667,85.52157764195994,51.197756233512564,26.394778698493056,27.0,Day,,53.29023659860978,Line 1,995,2.1368206678756376,30.0
195,196,2023-01-09 03:00:00,207.83185933088802,4700.532885890735,,1492.2367112142467,86.56814023122513,56.36375347412582,24.59095192591946,,Day,107.0,49.324667461941985,Line 1,996,2.450955826656541,25.0
196,197,2023-01-09 04:00:00,191.28160648884725,5241.851507226732,4.654028402053911,1472.4747295949749,83.79133876970774,46.927099048553636,25.217745581123502,31.0,Night,100.0,59.08455742221987,Line 3,969,2.4396202778516844,42.0
197,198,2023-01-09 05:00:00,,4943.548798380326,5.016837176887753,1523.7441273082652,83.66713546483679,46.776081937330204,21.884651802536858,24.0,Night,112.0,48.34947950056146,Line 1,1033,1.769058658412925,39.0
198,199,2023-01-09 06:00:00,193.60522519316018,4946.536931601331,5.2240979720052385,1480.4117615286036,83.62746566459955,58.41216960120056,25.15408022845123,26.0,Night,106.0,35.382173811951105,Line 1,999,1.8268022330459788,29.0
199,200,2023-01-09 07:00:00,202.3054550898461,5176.421978223634,,1509.9839961092082,88.0238457848171,45.09349901424408,21.59368128085485,36.0,Night,82.0,45.00073925969146,Line 3,994,2.0061179440781602,26.0
200,201,2023-01-09 08:00:00,199.70902560362552,5204.815156400015,6.216171549578297,1576.5675638704784,86.74344336600986,52.961356131702296,28.24356390258244,20.0,Night,94.0,54.34435257026484,Line 3,977,2.52009161672246,30.0
201,202,2023-01-09 09:00:00,211.92038103016048,4950.238584093533,5.066844187599657,1522.7800171756674,88.11169953167224,49.47857597688567,24.85578362496692,35.0,Night,,46.50966375132583,Line 3,1009,1.8416999223636266,28.0
202,203,2023-01-09 10:00:00,208.32072628426798,5005.861607208262,,1497.439505632905,86.71076779780016,53.4875247359634,29.201032974125958,29.0,Day,120.0,46.699737919462585,Line 1,1023,1.3639286939657262,25.0
203,204,2023-01-09 11:00:00,182.34289396512457,4797.977210416502,4.444495388016466,,75.65100702928126,47.12272462343287,25.52698365527203,17.0,Night,100.0,51.858419603533086,Line 1,1006,2.2642833706696113,
204,205,2023-01-09 12:00:00,191.89599863070265,4811.521832564959,5.102363602713926,1566.0410878297002,85.05367535175392,46.67198525199484,22.74440561049485,29.0,Night,94.0,53.38339973369483,Line 2,1000,2.7524417324249004,31.0
205,206,2023-01-09 13:00:00,193.64107697953617,5259.5615353277135,4.212035233667249,1519.5686968189464,81.65056314790627,55.5532410777582,27.34616633972474,24.0,Day,98.0,50.28258078166139,Line 2,1008,2.1466341329283916,36.0
206,207,2023-01-09 14:00:00,206.9173946021649,5009.0922357387435,,1537.8968179057597,92.90906105623846,57.959903274806145,21.599187445513397,31.0,Night,,48.05104230235699,Line 2,994,1.4262112874025288,31.0
207,208,2023-01-09 15:00:00,195.0463913950397,5193.997844746524,5.698336380325656,1471.0027354656056,79.26568301985697,49.10762392060865,,28.0,Day,122.0,45.363560984191174,Line 1,1043,3.0032767309543544,27.0
